personnel_id,week,duty_hours,consecutive_duty_days,overtime_hours,workload_score,sleep_hours,fatigue_score,stress_score,mood_score,emotional_exhaustion,attendance_score,activity_level,performance_score,social_withdrawal,behavioral_change,age,service_years,rank_level,transfer_frequency,training_hours,deployment_days,deployment_frequency,operational_exposure,leave_days,days_since_last_leave,leave_frequency,stress_risk_score,stress_risk,burnout_risk_score,burnout_risk
P0012,5,46,9,1,2.5,6.6,3.8,4.5,6.7,4.1,97.0,90.2,80.7,1.8,1.3,47,5,Senior,3,12.7,7,2,7,1,25,3,41.3,Moderate,31.8,Moderate
P0012,6,55,9,10,2.8,8.2,1.8,5.0,4.3,5.8,100.0,87.9,90.7,4.9,2.0,47,5,Senior,3,12.7,7,2,7,1,25,3,34.6,Moderate,22.9,Low
P0012,7,67,2,22,6.9,6.9,1.7,2.1,7.5,2.6,83.1,94.1,56.8,3.8,1.2,47,5,Senior,3,12.7,7,2,7,1,25,3,29.6,Low,35.2,Moderate
P0012,8,46,2,1,6.0,7.9,1.6,4.0,7.0,3.1,84.5,92.1,76.6,2.7,2.1,47,5,Senior,3,12.7,7,2,7,1,25,3,28.3,Low,25.3,Low
P0012,9,39,3,0,1.0,7.8,1.0,1.0,7.5,1.2,91.5,99.5,75.5,4.0,4.3,47,5,Senior,3,12.7,7,2,7,1,25,3,12.2,Low,14.9,Low
P0012,10,55,13,10,4.6,6.2,3.6,4.3,6.6,5.3,94.1,77.7,70.3,4.0,2.2,47,5,Senior,3,12.7,7,2,7,1,25,3,41.4,Moderate,47.5,Moderate
P0012,11,64,10,19,5.4,7.7,2.3,1.6,4.4,1.0,95.9,84.4,67.5,1.9,3.1,47,5,Senior,3,12.7,7,2,7,1,25,3,26.0,Low,31.2,Moderate
P0012,12,61,11,16,5.0,5.8,5.4,1.0,8.7,2.6,88.3,77.0,89.7,3.2,5.1,47,5,Senior,3,12.7,7,2,7,1,25,3,34.7,Moderate,44.2,Moderate
P0013,1,42,14,0,1.8,7.2,2.1,3.0,6.5,1.7,90.5,85.8,71.6,1.4,2.8,21,1,Junior,0,14.7,96,2,3,11,59,2,33.7,Moderate,37.9,Moderate
P0013,2,64,2,19,6.9,7.2,3.7,4.1,7.0,4.3,92.3,84.5,87.8,4.2,2.0,21,1,Junior,0,14.7,96,2,3,11,59,2,46.9,Moderate,51.8,Moderate
P0013,3,37,8,0,1.0,8.4,1.8,4.6,7.7,4.2,94.0,71.7,64.7,5.3,4.5,21,1,Junior,0,14.7,96,2,3,11,59,2,26.4,Low,27.2,Low
P0013,4,44,7,0,1.8,8.2,2.4,2.2,5.7,1.0,94.1,89.5,75.7,1.3,2.4,21,1,Junior,0,14.7,96,2,3,11,59,2,27.6,Low,24.7,Low
P0013,5,70,8,25,5.9,6.6,3.7,5.1,5.0,5.4,89.6,85.8,95.4,1.0,2.8,21,1,Junior,0,14.7,96,2,3,11,59,2,47.2,Moderate,56.1,Moderate
P0013,6,52,9,7,2.6,6.7,3.0,4.1,7.2,3.8,88.7,80.5,92.7,1.1,4.0,21,1,Junior,0,14.7,96,2,3,11,59,2,36.9,Moderate,39.9,Moderate
P0013,7,59,7,14,5.4,7.0,1.2,4.3,6.1,4.1,89.2,87.9,67.0,6.6,3.0,21,1,Junior,0,14.7,96,2,3,11,59,2,39.5,Moderate,40.0,Moderate
P0013,8,38,12,0,1.6,5.5,3.4,2.5,5.8,3.0,94.0,98.8,87.2,4.1,1.0,21,1,Junior,0,14.7,96,2,3,11,59,2,39.5,Moderate,42.6,Moderate
P0013,9,55,5,10,5.3,7.1,2.7,5.0,4.6,3.1,84.1,87.4,72.9,1.6,3.8,21,1,Junior,0,14.7,96,2,3,11,59,2,41.5,Moderate,36.2,Moderate
P0013,10,69,10,24,5.3,5.0,3.4,5.2,5.7,4.4,93.0,84.3,82.8,6.1,3.1,21,1,Junior,0,14.7,96,2,3,11,59,2,53.4,Moderate,58.2,Moderate
P0013,11,57,6,12,4.5,7.2,3.4,1.8,7.5,3.0,84.4,100.0,81.2,2.0,1.0,21,1,Junior,0,14.7,96,2,3,11,59,2,33.2,Moderate,44.2,Moderate
P0013,12,58,6,13,3.3,6.5,4.7,4.7,7.0,4.0,91.6,90.9,65.1,2.8,2.5,21,1,Junior,0,14.7,96,2,3,11,59,2,42.2,Moderate,43.5,Moderate
P0014,1,52,9,7,3.5,7.7,3.8,5.1,5.1,2.9,82.0,63.8,82.3,4.8,4.2,28,6,Senior,1,6.4,31,3,8,0,72,2,39.8,Moderate,34.6,Moderate
P0014,2,61,7,16,3.3,6.4,5.5,6.4,4.0,5.7,88.8,75.3,92.1,3.3,2.7,28,6,Senior,1,6.4,31,3,8,0,72,2,51.1,Moderate,47.5,Moderate
P0014,3,48,4,3,1.9,7.5,3.4,5.4,6.1,4.3,85.2,66.6,89.6,1.1,3.3,28,6,Senior,1,6.4,31,3,8,0,72,2,38.1,Moderate,24.2,Low
P0014,4,44,8,0,1.2,6.5,5.3,6.4,4.7,7.1,84.9,78.2,79.6,3.9,3.1,28,6,Senior,1,6.4,31,3,8,0,72,2,48.7,Moderate,39.6,Moderate
P0014,5,65,4,20,5.9,6.6,6.7,5.4,5.7,4.3,91.5,76.2,80.0,5.2,2.9,28,6,Senior,1,6.4,31,3,8,0,72,2,50.4,Moderate,49.2,Moderate
P0014,6,50,12,5,4.2,9.0,2.0,7.8,4.1,5.3,98.6,78.3,83.2,2.9,2.4,28,6,Senior,1,6.4,31,3,8,0,72,2,44.3,Moderate,35.2,Moderate
P0014,7,50,5,5,1.0,7.4,4.9,2.7,7.9,3.4,100.0,77.5,66.9,2.1,2.5,28,6,Senior,1,6.4,31,3,8,0,72,2,28.3,Low,26.2,Low
P0014,8,43,10,0,2.3,6.9,4.9,5.5,6.2,3.9,92.5,69.6,65.2,3.6,4.7,28,6,Senior,1,6.4,31,3,8,0,72,2,40.4,Moderate,42.3,Moderate
P0014,9,58,11,13,5.0,8.1,3.4,6.6,5.3,6.2,88.6,77.9,81.7,3.5,3.3,28,6,Senior,1,6.4,31,3,8,0,72,2,48.1,Moderate,42.6,Moderate
P0014,10,44,2,0,1.0,6.2,5.9,6.6,3.6,6.3,90.5,85.8,83.1,1.8,2.0,28,6,Senior,1,6.4,31,3,8,0,72,2,50.3,Moderate,40.8,Moderate
P0014,11,68,7,23,5.2,8.9,1.5,7.6,5.7,4.4,91.9,82.9,86.5,2.7,3.0,28,6,Senior,1,6.4,31,3,8,0,72,2,35.7,Moderate,38.3,Moderate
P0014,12,51,11,6,4.2,8.2,4.2,4.8,4.2,6.2,92.5,84.4,87.9,1.7,3.4,28,6,Senior,1,6.4,31,3,8,0,72,2,50.7,Moderate,43.1,Moderate
P0015,1,64,11,19,5.2,6.9,4.8,5.6,6.1,5.9,94.8,92.8,70.2,5.2,3.3,34,3,Intermediate,2,0.0,23,0,8,3,10,1,44.6,Moderate,49.4,Moderate
P0015,2,54,4,9,4.4,6.6,4.9,5.4,6.1,4.8,94.0,71.7,84.4,1.5,2.7,34,3,Intermediate,2,0.0,23,0,8,3,10,1,43.0,Moderate,41.5,Moderate
P0015,3,70,6,25,4.9,5.6,10.0,8.8,2.6,8.7,78.1,85.5,76.2,5.3,2.3,34,3,Intermediate,2,0.0,23,0,8,3,10,1,67.4,High,61.4,High
P0015,4,40,8,0,3.9,8.3,3.5,8.0,3.8,5.6,93.9,80.6,82.8,4.7,3.4,34,3,Intermediate,2,0.0,23,0,8,3,10,1,40.7,Moderate,30.9,Moderate
P0015,5,70,9,25,3.8,7.1,5.2,4.4,6.7,4.7,90.4,79.8,93.5,4.3,4.1,34,3,Intermediate,2,0.0,23,0,8,3,10,1,39.9,Moderate,40.0,Moderate
P0015,6,42,7,0,1.8,7.6,7.0,4.9,6.2,4.4,86.1,87.1,79.0,3.2,2.0,34,3,Intermediate,2,0.0,23,0,8,3,10,1,34.3,Moderate,33.2,Moderate
P0015,7,50,12,5,2.1,8.6,4.0,7.4,3.8,6.3,81.0,73.8,82.2,3.9,1.9,34,3,Intermediate,2,0.0,23,0,8,3,10,1,40.1,Moderate,36.9,Moderate
P0015,8,44,7,0,3.8,5.6,6.6,7.3,4.4,6.7,83.2,72.9,83.7,1.0,4.0,34,3,Intermediate,2,0.0,23,0,8,3,10,1,59.3,High,52.3,Moderate
P0015,9,65,5,20,5.7,7.8,6.3,7.3,3.9,6.5,88.6,78.0,65.2,2.8,5.0,34,3,Intermediate,2,0.0,23,0,8,3,10,1,48.8,Moderate,43.1,Moderate
P0015,10,42,13,0,1.0,7.6,4.9,8.0,7.0,5.1,85.1,85.2,100.0,1.5,4.7,34,3,Intermediate,2,0.0,23,0,8,3,10,1,40.3,Moderate,33.2,Moderate
P0015,11,58,2,13,4.5,6.3,6.6,7.3,5.6,6.9,88.3,79.2,62.1,4.0,3.0,34,3,Intermediate,2,0.0,23,0,8,3,10,1,49.8,Moderate,40.4,Moderate
P0015,12,65,9,20,6.3,7.3,5.8,4.2,7.0,5.2,99.3,82.7,69.6,3.0,2.0,34,3,Intermediate,2,0.0,23,0,8,3,10,1,41.6,Moderate,45.9,Moderate
P0016,1,68,6,23,7.3,5.7,4.8,4.4,6.6,3.9,90.5,84.3,73.7,3.3,3.3,30,3,Junior,1,13.3,27,0,7,5,64,0,54.0,Moderate,50.2,Moderate
P0016,2,69,10,24,7.7,7.8,2.0,6.7,5.1,5.4,89.4,88.7,75.6,3.0,1.4,30,3,Junior,1,13.3,27,0,7,5,64,0,46.3,Moderate,45.0,Moderate
P0016,3,65,2,20,6.6,6.8,4.3,2.7,7.1,4.0,88.4,87.5,76.6,2.8,4.0,30,3,Junior,1,13.3,27,0,7,5,64,0,42.4,Moderate,40.8,Moderate
P0016,4,70,8,25,7.5,6.6,5.5,2.3,6.8,2.4,83.7,77.7,87.6,3.9,3.5,30,3,Junior,1,13.3,27,0,7,5,64,0,43.4,Moderate,48.4,Moderate
P0016,5,44,7,0,1.0,6.1,4.3,5.7,3.2,6.0,97.8,71.0,93.8,4.2,3.5,30,3,Junior,1,13.3,27,0,7,5,64,0,44.3,Moderate,38.8,Moderate
P0016,6,54,2,9,4.0,6.4,2.0,5.1,6.1,3.4,90.7,88.9,66.0,2.4,1.9,30,3,Junior,1,13.3,27,0,7,5,64,0,38.9,Moderate,26.9,Low
P0016,7,40,12,0,1.9,6.8,3.8,2.7,6.1,3.5,84.9,80.2,82.5,3.1,4.7,30,3,Junior,1,13.3,27,0,7,5,64,0,34.3,Moderate,33.6,Moderate
P0016,8,65,12,20,4.9,7.1,3.2,7.2,4.1,5.6,89.9,84.6,77.7,4.5,1.6,30,3,Junior,1,13.3,27,0,7,5,64,0,53.8,Moderate,46.6,Moderate
P0016,9,68,10,23,5.6,7.3,3.6,4.9,6.3,2.5,90.1,82.5,95.3,4.2,2.4,30,3,Junior,1,13.3,27,0,7,5,64,0,41.0,Moderate,44.8,Moderate
P0016,10,70,14,25,6.0,7.8,2.0,2.8,8.1,2.6,99.3,100.0,86.1,1.8,1.5,30,3,Junior,1,13.3,27,0,7,5,64,0,34.8,Moderate,40.6,Moderate
P0016,11,36,2,0,4.4,7.6,3.4,3.7,6.7,4.1,86.4,100.0,69.7,4.8,2.5,30,3,Junior,1,13.3,27,0,7,5,64,0,38.1,Moderate,31.0,Moderate
P0016,12,40,6,0,3.6,7.6,3.1,5.0,6.1,3.9,90.6,86.8,85.0,2.8,4.1,30,3,Junior,1,13.3,27,0,7,5,64,0,36.0,Moderate,32.7,Moderate
P0017,1,67,4,22,4.5,6.8,5.0,6.7,5.8,5.1,85.4,86.0,59.7,2.1,2.0,24,2,Junior,1,16.5,37,0,3,2,65,0,45.0,Moderate,43.0,Moderate
P0017,2,40,12,0,1.1,8.3,5.0,5.1,6.7,5.3,88.7,91.7,87.2,3.6,1.5,24,2,Junior,1,16.5,37,0,3,2,65,0,36.2,Moderate,34.1,Moderate
P0017,3,48,6,3,3.9,7.1,6.6,8.3,6.1,7.3,86.3,99.9,55.6,3.0,1.5,24,2,Junior,1,16.5,37,0,3,2,65,0,47.4,Moderate,50.8,Moderate
P0017,4,43,11,0,2.8,8.3,4.2,5.2,7.1,5.0,94.6,100.0,86.7,4.6,1.8,24,2,Junior,1,16.5,37,0,3,2,65,0,34.3,Moderate,33.1,Moderate
P0017,5,61,9,16,6.2,6.4,6.3,5.6,7.2,6.1,100.0,80.9,97.9,5.0,2.0,24,2,Junior,1,16.5,37,0,3,2,65,0,49.4,Moderate,58.4,Moderate
P0017,6,49,10,4,4.0,5.8,7.4,7.5,5.1,8.3,91.7,91.8,99.8,4.5,1.0,24,2,Junior,1,16.5,37,0,3,2,65,0,56.9,High,59.3,Moderate
P0017,7,59,9,14,6.7,5.3,8.5,7.8,3.9,8.2,85.1,100.0,81.8,1.7,1.1,24,2,Junior,1,16.5,37,0,3,2,65,0,67.7,High,63.9,High
P0017,8,49,11,4,4.1,8.2,4.2,6.7,5.4,6.9,99.5,89.8,69.8,3.8,1.9,24,2,Junior,1,16.5,37,0,3,2,65,0,45.2,Moderate,45.1,Moderate
P0017,9,40,13,0,2.4,6.2,7.2,6.1,4.4,6.0,89.4,87.7,68.8,4.0,4.0,24,2,Junior,1,16.5,37,0,3,2,65,0,52.5,Moderate,54.0,Moderate
P0017,10,42,10,0,4.3,7.7,5.7,6.2,6.9,6.2,90.4,98.1,100.0,5.0,1.3,24,2,Junior,1,16.5,37,0,3,2,65,0,46.9,Moderate,44.1,Moderate
P0017,11,45,12,0,1.7,8.3,5.9,7.6,4.3,7.5,96.1,84.8,86.4,2.9,2.4,24,2,Junior,1,16.5,37,0,3,2,65,0,51.0,Moderate,43.3,Moderate
P0017,12,61,8,16,6.5,8.8,1.7,5.7,7.0,3.9,92.9,85.1,80.8,2.9,3.9,24,2,Junior,1,16.5,37,0,3,2,65,0,33.6,Moderate,39.9,Moderate
P0018,1,48,13,3,5.4,7.8,2.2,5.1,5.8,4.4,86.4,58.0,79.3,4.8,4.4,48,2,Intermediate,0,13.3,85,2,7,0,7,1,38.9,Moderate,35.1,Moderate
P0018,2,67,9,22,8.9,7.0,3.7,4.7,5.9,3.9,96.8,73.4,100.0,2.7,3.4,48,2,Intermediate,0,13.3,85,2,7,0,7,1,42.3,Moderate,60.0,High
P0018,3,46,10,1,1.5,7.2,2.7,5.1,5.6,3.6,87.1,82.4,76.1,3.1,3.7,48,2,Intermediate,0,13.3,85,2,7,0,7,1,34.0,Moderate,36.0,Moderate
P0018,4,52,12,7,3.6,6.6,5.1,5.8,3.5,6.5,94.7,73.5,88.5,6.0,4.0,48,2,Intermediate,0,13.3,85,2,7,0,7,1,45.9,Moderate,56.0,Moderate
P0018,5,67,8,22,6.2,7.7,4.5,3.4,7.0,2.7,89.4,82.6,74.2,2.2,1.5,48,2,Intermediate,0,13.3,85,2,7,0,7,1,35.1,Moderate,40.2,Moderate
P0018,6,54,9,9,1.0,7.1,4.7,5.0,6.5,5.2,87.6,63.4,64.4,2.8,5.6,48,2,Intermediate,0,13.3,85,2,7,0,7,1,38.7,Moderate,37.7,Moderate
P0018,7,51,14,6,4.5,7.9,5.1,4.9,6.6,4.0,80.8,66.0,57.3,1.8,5.5,48,2,Intermediate,0,13.3,85,2,7,0,7,1,38.4,Moderate,45.0,Moderate
P0018,8,47,11,2,2.4,7.4,5.0,5.1,6.0,4.2,83.7,72.8,51.0,5.7,5.1,48,2,Intermediate,0,13.3,85,2,7,0,7,1,36.2,Moderate,34.6,Moderate
P0018,9,65,13,20,5.4,6.9,3.4,4.2,5.9,3.8,92.5,82.7,79.5,1.2,3.3,48,2,Intermediate,0,13.3,85,2,7,0,7,1,43.5,Moderate,48.2,Moderate
P0018,10,57,8,12,2.1,6.2,5.8,5.4,6.5,5.2,79.8,86.1,80.8,2.0,5.0,48,2,Intermediate,0,13.3,85,2,7,0,7,1,42.4,Moderate,44.5,Moderate
P0018,11,54,5,9,2.3,6.9,2.4,7.7,4.8,6.8,90.4,65.1,95.0,4.6,4.3,48,2,Intermediate,0,13.3,85,2,7,0,7,1,39.6,Moderate,30.8,Moderate
P0018,12,65,3,20,7.2,7.4,5.6,5.8,3.1,4.0,85.5,80.9,81.8,3.5,3.3,48,2,Intermediate,0,13.3,85,2,7,0,7,1,52.5,Moderate,43.3,Moderate
P0019,1,54,10,9,5.6,7.6,5.4,6.7,6.8,6.0,100.0,83.1,88.6,4.3,4.3,41,6,Intermediate,0,13.9,31,0,4,13,64,3,47.3,Moderate,45.1,Moderate
P0019,2,39,5,0,2.9,6.9,5.8,5.3,6.4,5.7,82.4,92.0,84.8,1.4,2.9,41,6,Intermediate,0,13.9,31,0,4,13,64,3,43.2,Moderate,42.5,Moderate
P0019,3,53,3,8,3.2,5.9,6.3,7.5,4.2,8.6,92.4,95.3,74.3,1.6,1.8,41,6,Intermediate,0,13.9,31,0,4,13,64,3,57.4,High,49.2,Moderate
P0019,4,43,9,0,2.6,8.1,3.0,5.9,4.9,5.1,92.6,91.0,77.5,4.2,3.2,41,6,Intermediate,0,13.9,31,0,4,13,64,3,32.8,Moderate,32.8,Moderate
P0019,5,45,8,0,4.0,6.5,5.8,7.9,6.4,7.2,97.9,100.0,92.8,2.5,1.4,41,6,Intermediate,0,13.9,31,0,4,13,64,3,53.8,Moderate,56.6,Moderate
P0019,6,49,9,4,3.9,6.1,6.2,7.5,5.2,6.4,86.7,82.5,56.4,4.4,2.2,41,6,Intermediate,0,13.9,31,0,4,13,64,3,61.3,High,53.0,Moderate
P0019,7,46,6,1,2.5,6.2,7.1,7.0,4.6,5.3,84.5,100.0,76.5,4.6,1.5,41,6,Intermediate,0,13.9,31,0,4,13,64,3,49.1,Moderate,51.7,Moderate
P0019,8,61,5,16,3.7,7.1,4.8,7.0,6.4,6.0,88.7,89.9,71.4,4.4,3.1,41,6,Intermediate,0,13.9,31,0,4,13,64,3,40.7,Moderate,40.0,Moderate
P0019,9,56,11,11,5.5,5.1,6.9,8.4,5.2,7.3,96.3,86.9,70.4,3.7,3.7,41,6,Intermediate,0,13.9,31,0,4,13,64,3,66.4,High,62.2,High
P0019,10,62,7,17,5.8,6.7,5.3,2.8,6.0,3.2,80.7,87.8,75.2,5.3,3.2,41,6,Intermediate,0,13.9,31,0,4,13,64,3,44.9,Moderate,42.4,Moderate
P0019,11,38,9,0,5.2,7.2,5.0,4.2,6.5,5.7,84.2,95.5,93.7,2.4,1.0,41,6,Intermediate,0,13.9,31,0,4,13,64,3,45.0,Moderate,52.0,Moderate
P0019,12,41,14,0,4.6,6.3,6.5,4.2,5.4,4.9,89.4,77.5,83.9,2.1,4.4,41,6,Intermediate,0,13.9,31,0,4,13,64,3,49.9,Moderate,53.4,Moderate
P0020,1,43,2,0,1.5,6.3,4.8,2.3,6.8,2.4,77.4,98.0,92.4,3.7,1.4,46,23,Senior,0,9.2,92,1,7,6,86,1,38.6,Moderate,36.6,Moderate
P0020,2,55,13,10,5.8,8.5,1.0,5.2,5.9,4.2,87.3,82.4,77.3,4.8,4.3,46,23,Senior,0,9.2,92,1,7,6,86,1,40.8,Moderate,45.0,Moderate
P0020,3,35,6,0,1.0,6.9,2.9,2.8,5.7,3.8,94.8,85.4,60.8,2.9,3.6,46,23,Senior,0,9.2,92,1,7,6,86,1,35.6,Moderate,37.6,Moderate
P0020,4,38,7,0,1.5,7.4,2.4,3.7,7.3,4.6,96.7,87.1,74.4,2.1,2.3,46,23,Senior,0,9.2,92,1,7,6,86,1,31.9,Moderate,35.0,Moderate
P0020,5,37,3,0,2.0,7.0,3.5,1.0,6.4,1.0,97.0,80.5,47.7,3.7,2.7,46,23,Senior,0,9.2,92,1,7,6,86,1,27.4,Low,26.5,Low
P0020,6,39,7,0,3.8,7.6,2.2,4.6,6.7,4.0,92.4,94.9,90.3,3.5,1.4,46,23,Senior,0,9.2,92,1,7,6,86,1,42.5,Moderate,38.2,Moderate
P0020,7,58,6,13,4.5,6.3,4.1,1.9,7.1,3.1,93.3,85.8,86.0,4.0,3.1,46,23,Senior,0,9.2,92,1,7,6,86,1,39.1,Moderate,49.2,Moderate
P0020,8,39,14,0,2.0,7.8,1.0,3.4,5.6,1.9,91.8,79.8,86.1,1.0,4.8,46,23,Senior,0,9.2,92,1,7,6,86,1,34.2,Moderate,35.0,Moderate
P0020,9,62,7,17,4.4,6.9,2.9,4.2,6.1,4.5,83.2,93.0,85.5,3.4,1.8,46,23,Senior,0,9.2,92,1,7,6,86,1,45.8,Moderate,46.2,Moderate
P0020,10,69,12,24,7.1,7.3,3.4,4.8,6.4,4.4,84.9,97.7,68.7,6.3,1.0,46,23,Senior,0,9.2,92,1,7,6,86,1,47.7,Moderate,52.3,Moderate
P0020,11,54,13,9,3.5,6.5,2.7,2.1,7.0,3.3,79.1,89.5,92.9,3.1,3.5,46,23,Senior,0,9.2,92,1,7,6,86,1,40.7,Moderate,49.7,Moderate
P0020,12,46,6,1,2.8,6.2,2.7,2.5,8.1,4.1,84.6,91.7,71.4,5.4,2.2,46,23,Senior,0,9.2,92,1,7,6,86,1,35.1,Moderate,38.5,Moderate
P0021,1,68,11,23,3.7,7.9,4.0,6.1,3.9,4.8,88.0,84.5,89.1,1.0,3.4,21,1,Junior,1,4.6,72,2,6,12,64,3,45.4,Moderate,43.5,Moderate
P0021,2,70,10,25,5.9,7.5,5.3,7.8,6.4,7.4,99.6,80.1,80.9,5.4,3.7,21,1,Junior,1,4.6,72,2,6,12,64,3,53.1,Moderate,55.0,Moderate
P0021,3,59,7,14,3.5,6.2,6.3,9.3,2.8,8.5,89.5,83.0,85.4,6.6,3.5,21,1,Junior,1,4.6,72,2,6,12,64,3,58.1,High,62.7,High
P0021,4,43,8,0,1.2,7.4,7.2,7.4,4.5,5.8,92.3,96.9,64.2,4.5,4.2,21,1,Junior,1,4.6,72,2,6,12,64,3,46.0,Moderate,46.3,Moderate
P0021,5,70,2,25,6.8,7.3,5.1,6.7,4.6,6.7,84.9,63.0,78.3,2.0,5.1,21,1,Junior,1,4.6,72,2,6,12,64,3,52.7,Moderate,52.1,Moderate
P0021,6,70,8,25,5.8,8.8,4.7,7.1,5.0,5.9,88.4,85.0,81.0,2.7,2.2,21,1,Junior,1,4.6,72,2,6,12,64,3,52.0,Moderate,45.9,Moderate
P0021,7,52,14,7,6.3,6.1,5.7,5.3,4.5,4.0,87.9,59.1,69.7,3.5,4.5,21,1,Junior,1,4.6,72,2,6,12,64,3,62.0,High,58.0,Moderate
P0021,8,36,7,0,1.0,6.5,5.5,5.9,4.0,6.6,85.5,78.1,79.1,2.0,1.0,21,1,Junior,1,4.6,72,2,6,12,64,3,46.7,Moderate,40.2,Moderate
P0021,9,45,7,0,1.0,7.2,7.4,7.7,4.8,7.7,96.6,74.6,100.0,5.8,1.0,21,1,Junior,1,4.6,72,2,6,12,64,3,49.5,Moderate,48.8,Moderate
P0021,10,63,12,18,2.8,7.3,3.9,6.7,4.9,5.7,98.3,76.2,75.5,1.9,4.5,21,1,Junior,1,4.6,72,2,6,12,64,3,51.4,Moderate,40.6,Moderate
P0021,11,37,3,0,1.1,7.2,6.2,3.9,3.8,4.6,88.1,83.7,86.5,2.2,2.6,21,1,Junior,1,4.6,72,2,6,12,64,3,38.7,Moderate,35.5,Moderate
P0021,12,49,6,4,3.0,6.5,5.5,6.3,5.8,6.1,88.7,61.0,77.8,3.1,4.6,21,1,Junior,1,4.6,72,2,6,12,64,3,46.7,Moderate,49.3,Moderate
P0022,1,39,3,0,1.0,6.9,2.6,1.9,8.0,2.1,85.2,89.8,66.4,4.0,2.9,26,3,Junior,0,5.9,114,1,9,14,49,2,24.3,Low,25.8,Low
P0022,2,62,8,17,5.6,6.7,4.2,5.8,5.4,7.0,93.9,95.4,73.1,5.1,1.5,26,3,Junior,0,5.9,114,1,9,14,49,2,57.1,High,49.0,Moderate
P0022,3,66,14,21,3.5,7.8,3.1,3.7,6.6,2.6,90.0,82.9,78.6,2.1,3.7,26,3,Junior,0,5.9,114,1,9,14,49,2,38.1,Moderate,38.9,Moderate
P0022,4,69,2,24,4.9,6.0,4.6,6.4,4.5,4.0,93.7,80.0,56.0,1.0,5.0,26,3,Junior,0,5.9,114,1,9,14,49,2,54.5,Moderate,50.2,Moderate
P0022,5,42,6,0,1.1,6.5,3.8,1.0,6.5,2.9,84.9,89.2,87.9,3.4,1.6,26,3,Junior,0,5.9,114,1,9,14,49,2,32.0,Moderate,37.8,Moderate
P0022,6,40,11,0,1.9,6.5,4.1,3.8,5.4,2.8,93.7,78.3,81.5,1.9,3.8,26,3,Junior,0,5.9,114,1,9,14,49,2,37.6,Moderate,44.8,Moderate
P0022,7,42,4,0,2.7,6.3,3.8,2.7,6.5,3.4,92.0,95.7,78.7,3.7,2.0,26,3,Junior,0,5.9,114,1,9,14,49,2,39.0,Moderate,40.1,Moderate
P0022,8,51,11,6,1.0,6.3,3.6,3.8,6.7,3.0,91.9,89.7,74.3,5.8,1.0,26,3,Junior,0,5.9,114,1,9,14,49,2,37.8,Moderate,34.6,Moderate
P0022,9,36,13,0,1.9,7.9,1.3,1.5,9.2,1.0,86.4,88.9,80.8,5.2,4.1,26,3,Junior,0,5.9,114,1,9,14,49,2,28.8,Low,29.2,Low
P0022,10,52,14,7,3.6,6.4,2.9,4.2,6.3,3.7,96.1,87.4,79.6,5.5,3.8,26,3,Junior,0,5.9,114,1,9,14,49,2,42.5,Moderate,49.3,Moderate
P0022,11,65,6,20,5.9,6.3,1.2,7.6,3.0,6.5,93.5,97.7,77.3,1.0,2.1,26,3,Junior,0,5.9,114,1,9,14,49,2,48.7,Moderate,50.8,Moderate
P0022,12,48,10,3,3.6,6.5,3.3,1.8,7.3,3.0,84.4,83.8,100.0,3.6,3.9,26,3,Junior,0,5.9,114,1,9,14,49,2,30.4,Moderate,46.6,Moderate
P0023,1,57,10,12,4.0,8.1,1.5,5.1,4.6,3.6,92.4,78.7,99.9,3.9,3.6,39,10,Junior,1,17.5,86,1,9,6,13,2,32.8,Moderate,31.4,Moderate
P0023,2,64,13,19,5.2,6.0,4.3,2.8,5.5,3.9,85.2,83.6,93.3,2.9,3.9,39,10,Junior,1,17.5,86,1,9,6,13,2,47.2,Moderate,50.0,Moderate
P0023,3,61,9,16,3.5,7.6,2.9,4.7,5.7,3.6,89.9,86.4,86.0,1.0,1.7,39,10,Junior,1,17.5,86,1,9,6,13,2,33.2,Moderate,40.1,Moderate
P0023,4,54,10,9,1.7,7.8,2.6,1.0,6.1,1.9,86.6,82.4,79.9,6.0,4.3,39,10,Junior,1,17.5,86,1,9,6,13,2,22.4,Low,23.3,Low
P0023,5,63,9,18,4.6,7.4,1.7,3.0,7.9,4.0,98.6,73.6,72.4,4.1,4.5,39,10,Junior,1,17.5,86,1,9,6,13,2,34.5,Moderate,42.6,Moderate
P0023,6,37,8,0,1.5,7.1,4.1,4.8,5.2,4.5,99.0,80.8,74.2,2.6,5.8,39,10,Junior,1,17.5,86,1,9,6,13,2,33.0,Moderate,32.6,Moderate
P0023,7,48,6,3,2.9,7.5,3.9,1.0,8.5,2.4,86.0,92.9,84.7,1.5,1.8,39,10,Junior,1,17.5,86,1,9,6,13,2,28.7,Low,33.4,Moderate
P0023,8,61,13,16,7.1,7.1,4.5,4.7,6.7,4.3,92.5,86.6,70.4,2.7,1.1,39,10,Junior,1,17.5,86,1,9,6,13,2,47.7,Moderate,52.3,Moderate
P0023,9,62,6,17,6.1,8.2,1.0,6.3,5.4,4.8,92.2,97.2,94.0,3.9,3.4,39,10,Junior,1,17.5,86,1,9,6,13,2,34.4,Moderate,34.2,Moderate
P0023,10,44,10,0,1.7,6.6,4.3,4.0,5.7,4.1,91.8,88.4,90.2,2.6,4.2,39,10,Junior,1,17.5,86,1,9,6,13,2,37.0,Moderate,40.0,Moderate
